r_NonTarg,ug_NonTarg,ur_NonTarg,ui_NonTarg,uz_NonTarg,gr_NonTarg,gi_NonTarg,gz_NonTarg,ri_NonTarg,rz_NonTarg,iz_NonTarg
16.99865,0.02636954,0.3829916,0.35253927,0.32152647,0.35662207,0.32616973,0.29515693,-0.03045235,-0.06146515,-0.031012801
17.787956,0.21198708,0.47050065,0.44934812,0.44598454,0.25851357,0.23736103,0.23399746,-0.02115253,-0.0245161,-0.00336357
17.061506,1.9517053,2.8547027,3.1684964,3.3359425,0.9029973,1.2167912,1.3842372,0.31379378,0.48123983,0.16744608
17.01729,2.793312,4.2747545,5.0827413,5.5561996,1.4814426,2.2894292,2.7628875,0.8079866,1.2814449,0.4734583
19.510054,0.1421219,0.4809575,0.94736814,0.90285,0.3388356,0.80524623,0.7607281,0.46641064,0.4218925,-0.04451813
19.93572,3.0711873,4.5477595,5.3613377,5.8464813,1.4765725,2.2901506,2.7752938,0.81357807,1.2987214,0.48514333
18.827427,0.13731055,0.4704027,0.615994,0.6576364,0.33309212,0.47868344,0.52032584,0.1455913,0.18723372,0.04164241
19.37339,0.2600891,0.40935963,0.34307185,0.49828225,0.14927053,0.08298275,0.23819315,-0.06628778,0.08892262,0.1552104
18.79086,0.43029997,0.3234288,0.32830346,0.495416,-0.10687116,-0.101996526,0.065116,0.004874636,0.17198716,0.16711253
18.283907,0.3785329,0.34896788,0.5190567,0.73270684,-0.02956499,0.1405238,0.35417396,0.1700888,0.38373896,0.21365015
18.850224,1.0919234,1.3068428,1.4825405,1.3924823,0.21491954,0.39061722,0.30055898,0.17569767,0.085639454,-0.09005822
19.458683,0.2631967,0.34977475,0.22800598,0.52033913,0.08657804,-0.03519074,0.25714245,-0.12176878,0.1705644,0.2923332
19.053343,0.32616866,1.0078428,1.285665,1.4903446,0.68167406,0.9594963,1.1641759,0.27782226,0.48250183,0.2046796
19.809608,1.8601501,1.9332625,1.8014156,1.9005364,0.0731124,-0.0587345,0.0403864,-0.1318469,-0.032726,0.0991209
19.257154,0.27946517,0.83554274,1.0837722,1.1789382,0.5560776,0.804307,0.8994731,0.24822941,0.34339547,0.09516606
17.37536,0.03499839,0.20358191,0.21485142,0.19092754,0.16858353,0.17985304,0.15592915,0.0112695,-0.012654382,-0.023923881
18.165789,0.2053887,0.32522607,0.534744,0.5334452,0.119837366,0.32935536,0.3280565,0.20951799,0.20821914,-0.00129885
19.663624,0.06391579,0.23433496,0.13313243,0.107609704,0.17041917,0.06921664,0.04369392,-0.10120253,-0.12672526,-0.025522724
18.954273,0.2462497,0.5802903,0.70259583,0.65196323,0.3340406,0.45634612,0.4057135,0.1223055,0.071672894,-0.0506326
18.593086,0.5189578,0.6422933,0.54493046,0.7408476,0.12333546,0.02597261,0.22188978,-0.09736285,0.09855432,0.19591717
18.735155,0.09358007,0.18931782,0.5674514,0.5438174,0.09573775,0.47387132,0.45023733,0.37813357,0.35449958,-0.023634
18.52551,0.2754313,0.25640136,0.26603204,0.36169168,-0.019029943,-0.00939925,0.08626039,0.009630694,0.10529033,0.09565964
18.589483,0.4826202,0.6590716,0.8394951,1.1343518,0.17645141,0.35687488,0.6517316,0.18042348,0.47528017,0.2948567
18.734106,0.16826566,0.3830417,0.2847472,0.37567672,0.21477605,0.11648157,0.20741107,-0.09829449,-0.007365,0.09092949
19.393461,0.7471203,1.1094723,1.4115677,1.4894392,0.36235198,0.6644473,0.7423189,0.30209535,0.37996697,0.07787163
18.574032,0.30360466,0.60019684,0.87111217,1.0155286,0.2965922,0.5675075,0.71192396,0.2709153,0.41533178,0.14441647
19.27875,0.35490787,0.5652871,0.8632664,1.0923191,0.21037927,0.50835854,0.7374113,0.29797924,0.527032,0.2290528
19.340738,0.0185974,0.521548,0.48071137,0.49255928,0.5029506,0.46211395,0.4739619,-0.04083663,-0.028988695,0.011847935
19.553362,0.28993097,0.4859981,0.48356524,0.3366167,0.19606711,0.19363426,0.046685714,-0.002432856,-0.1493814,-0.14694855
18.113817,0.15566115,0.43475,0.38088518,0.25399876,0.27908882,0.22522403,0.098337606,-0.0538648,-0.18075122,-0.12688643
19.940767,0.5567508,0.6812662,0.68345785,0.73548037,0.12451539,0.12670706,0.17872962,0.00219167,0.054214235,0.052022565
19.507877,0.29282248,0.18300128,0.31036448,0.49866146,-0.10982119,0.01754201,0.20583896,0.1273632,0.31566015,0.18829696
18.739094,0.213443,0.38710913,0.62406844,0.8087046,0.17366615,0.41062546,0.59526163,0.23695931,0.42159548,0.18463616
19.492918,0.4475089,0.42719394,0.6068091,0.7396072,-0.02031495,0.1593002,0.29209828,0.17961515,0.31241325,0.13279809
18.562616,0.16065787,0.48589993,0.5404284,0.5953744,0.32524204,0.37977055,0.43471655,0.05452849,0.10947451,0.05494602
18.273046,0.4207125,0.4832715,0.4490673,0.5511947,0.06255902,0.0283548,0.13048223,-0.03420422,0.06792321,0.10212743
19.508879,0.41117644,0.5905382,0.520937,0.5487877,0.17936176,0.10976059,0.13761128,-0.06960117,-0.04175048,0.02785069
19.819502,0.73848027,0.85633296,0.81277657,1.044978,0.11785269,0.07429629,0.30649772,-0.0435564,0.18864504,0.23220144
19.398327,0.6044586,0.6378898,0.6829169,0.9033325,0.03343121,0.07845829,0.29887387,0.045027077,0.26544267,0.22041559
18.238878,1.2603036,1.4149457,1.4065912,1.4578081,0.1546421,0.14628756,0.19750454,-0.00835454,0.042862434,0.051216975
18.891449,0.20712622,0.49399564,0.2918325,0.18260007,0.2868694,0.084706284,-0.024526155,-0.20216313,-0.31139556,-0.10923244
17.995113,0.7347956,0.9783962,1.305105,1.3049581,0.24360065,0.57030946,0.5701626,0.32670882,0.32656193,-1.46902E-4
19.734066,2.3730857,2.757272,2.9236248,2.933943,0.38418624,0.5505391,0.56085736,0.16635282,0.1766711,0.01031829
20.13465,0.6167465,0.8073433,0.87148446,1.0216068,0.19059683,0.254738,0.40486035,0.064141154,0.21426351,0.15012236
18.766178,-0.04083578,0.31866166,0.31008294,0.11727512,0.35949746,0.35091874,0.1581109,-0.008578724,-0.20138656,-0.19280782
20.015717,0.7922227,1.501325,1.6839699,1.9373311,0.7091024,0.8917472,1.1451085,0.18264481,0.43600607,0.25336125
18.194067,0.5183843,0.90771294,1.0860292,0.9842197,0.38932866,0.5676449,0.4658354,0.17831625,0.07650675,-0.1018095
18.06723,0.05295844,0.0646516,0.28950375,0.45257068,0.01169316,0.23654531,0.39961225,0.22485214,0.38791907,0.16306692
16.79059,0.49876723,0.93365,1.2548399,1.4991838,0.43488282,0.7560727,1.0004166,0.32118988,0.5655338,0.2443439
18.432049,0.54748553,0.55695915,0.6101603,0.8349952,0.009473603,0.06267477,0.2875097,0.05320116,0.27803612,0.22483493
19.805246,0.20528875,0.65359145,0.7804896,0.6838813,0.44830272,0.57520086,0.47859251,0.12689812,0.030289777,-0.09660834
19.852325,-0.10192764,0.0644524,0.05232216,0.26720443,0.16638003,0.1542498,0.36913207,-0.01213024,0.20275202,0.21488225
19.26869,0.79314727,1.3307098,1.7941021,2.0222337,0.5375626,1.0009547,1.2290865,0.4633922,0.69152397,0.22813176
19.669727,2.0094197,4.1811266,5.153448,5.832795,2.171707,3.1440287,3.8233755,0.9723217,1.6516684,0.6793467
19.642878,0.4277782,0.63044584,0.8846622,1.264908,0.20266764,0.45688397,0.8371298,0.25421634,0.6344622,0.3802458
19.030201,0.39146665,0.88814706,1.1112124,1.0755953,0.4966804,0.71974576,0.6841286,0.22306536,0.18744816,-0.035617188
17.437634,0.05541677,0.26493683,0.34622344,0.3132955,0.20952007,0.29080668,0.25787875,0.0812866,0.048358668,-0.032927934
19.865475,0.3763575,0.95945245,1.0961313,1.1442039,0.58309495,0.71977377,0.76784647,0.13667883,0.18475148,0.04807265
19.321457,1.9671737,2.1774654,2.157492,2.3271942,0.21029173,0.19031814,0.36002037,-0.019973584,0.14972864,0.16970223
19.2487,0.13873366,0.13299806,0.48237565,0.40356737,-0.00573559,0.343642,0.26483372,0.3493776,0.27056932,-0.07880828
19.997261,0.3234905,0.25414893,0.3449985,0.53564435,-0.06934157,0.021508016,0.21215387,0.090849586,0.28149542,0.19064586
17.779282,0.5581528,0.95155257,1.3070991,1.5889751,0.3933998,0.7489463,1.0308223,0.35554647,0.63742244,0.28187597
19.314798,0.49351156,0.9240156,1.2468793,1.3483982,0.43050402,0.75336784,0.8548866,0.3228638,0.42438257,0.101518765
18.76841,0.09782587,0.46505967,0.4405859,0.32608128,0.3672338,0.34276006,0.2282554,-0.024473764,-0.13897839,-0.114504635
17.474524,0.82170826,0.83150786,1.0330665,0.98517114,0.00979959,0.21135828,0.16346285,0.2015587,0.15366325,-0.047895435
19.935013,0.3656281,0.36860612,0.50528896,0.636525,0.00297802,0.13966087,0.2708969,0.13668284,0.26791888,0.13123605
19.357199,0.15532671,0.33933732,0.57141286,0.7530643,0.18401062,0.41608617,0.59773755,0.23207556,0.41372693,0.18165138
15.84653,0.1456689,0.3500938,0.18543334,0.7343424,0.2044249,0.03976445,0.5886735,-0.16466045,0.38424858,0.54890907
18.132286,0.41875583,0.80040085,1.0627246,1.3202889,0.38164505,0.6439687,0.901533,0.26232368,0.519888,0.2575643
19.011858,0.37449008,0.7704433,0.657897,0.8075911,0.3959532,0.2834069,0.433101,-0.1125463,0.03714778,0.14969409
18.803038,0.201625,0.5770969,0.4263892,0.24104615,0.37547183,0.22476418,0.03942114,-0.15070766,-0.3360507,-0.18534304
18.197226,0.17432776,0.16545396,0.11138195,0.18084408,-0.00887381,-0.06294581,0.006516323,-0.054072,0.015390133,0.069462135
18.395452,0.1313467,0.02533684,0.25133997,0.338871,-0.10600986,0.11999326,0.2075243,0.22600313,0.31353417,0.08753104
19.812876,-0.03420414,0.21051487,0.2604305,0.19525772,0.24471901,0.29463464,0.22946186,0.049915645,-0.01525715,-0.06517279
17.297096,0.02245357,0.07225993,0.0704417,0.012609304,0.04980636,0.04798813,-0.009844266,-0.00181823,-0.059650626,-0.057832398
18.92272,0.5586825,0.67070997,0.8980464,1.2335773,0.11202742,0.3393638,0.6748947,0.2273364,0.5628673,0.33553088
19.131283,0.97048926,1.1888623,1.5303755,1.5552212,0.218373,0.5598862,0.58473194,0.34151322,0.36635897,0.024845727
20.050716,0.49390385,0.58246326,0.6995654,0.99619913,0.08855942,0.20566154,0.50229526,0.11710211,0.41373587,0.29663375
19.958635,0.8290586,0.9018532,0.9454372,0.9724152,0.07279462,0.11637862,0.14335659,0.043584,0.070561975,0.026977977
18.076986,0.31526765,0.57663125,0.77606,1.037769,0.2613636,0.46079233,0.72250134,0.19942872,0.46113774,0.26170903
19.634163,0.71653223,1.454471,1.655672,1.8408992,0.7379388,0.9391397,1.124367,0.20120087,0.38642818,0.18522729
18.395092,0.3206148,0.3118506,0.18971176,0.2605222,-0.00876419,-0.13090304,-0.060092602,-0.12213885,-0.051328413,0.07081044
19.973652,0.5676798,0.59481853,0.7011285,0.8992327,0.02713867,0.13344863,0.33155286,0.10630996,0.30441418,0.19810423
19.331112,-0.0527819,-0.12982006,0.09405992,0.048902243,-0.07703817,0.14684182,0.101684146,0.22388,0.1787223,-0.04515768
19.672367,0.3886561,0.33516788,0.4221763,0.55573237,-0.05348824,0.0335202,0.16707627,0.08700844,0.22056451,0.13355608
18.999207,0.07069792,0.314769,0.5667989,0.80880684,0.2440711,0.496101,0.7381089,0.25202993,0.4940378,0.24200788
18.912859,4.808791,5.7853036,6.156013,6.252012,0.9765128,1.3472221,1.443221,0.3707093,0.46670815,0.095998846
19.428968,-0.23451896,0.14639962,0.05000887,-0.29412863,0.38091856,0.28452784,-0.059609663,-0.09639075,-0.44052824,-0.3441375
19.888365,3.3071027,3.756355,3.9357595,3.932192,0.44925228,0.6286569,0.62508935,0.17940468,0.1758371,-0.003567574
19.438284,0.2372549,0.26173216,0.14734311,0.27954796,0.02447725,-0.08991179,0.04229305,-0.11438904,0.0178158,0.13220485
19.294353,0.6221661,0.6560784,0.70914686,0.8813905,0.0339123,0.08698076,0.25922439,0.05306846,0.2253121,0.17224364
20.089108,4.0695505,5.412585,6.0151696,6.32703,1.3430341,1.9456191,2.2574797,0.60258496,0.91444546,0.31186053
18.394346,0.41015786,0.54901266,0.5560782,0.68250114,0.1388548,0.14592034,0.27234328,0.00706553,0.13348848,0.12642294
19.921726,0.04448124,0.00773493,0.10521311,0.24209969,-0.03674631,0.060731877,0.19761845,0.09747819,0.23436476,0.13688658
17.541834,-0.01933334,0.03434558,0.32429492,0.31256026,0.05367892,0.34362826,0.3318936,0.28994936,0.27821466,-0.011734673
19.42832,0.02249905,0.28124824,0.32053104,0.23052874,0.2587492,0.298032,0.20802969,0.03928278,-0.05071951,-0.09000229
19.614042,-0.0118582,0.30477962,0.24133512,0.1985478,0.3166378,0.25319332,0.21040599,-0.0634445,-0.10623182,-0.042787325
20.054237,1.5062504,2.2999773,2.7458127,3.1735141,0.79372686,1.2395623,1.6672636,0.4458354,0.87353677,0.42770135
18.698755,1.223203,2.6379888,3.0326898,3.19882,1.414786,1.8094869,1.9756172,0.3947009,0.56083125,0.1661303
17.8866,0.16099273,-0.009213,-0.00889561,-0.03297312,-0.17020573,-0.16988833,-0.19396584,3.1739E-4,-0.02376012,-0.02407751
17.092852,0.47383276,0.93005437,1.2201688,1.5120442,0.45622158,0.7463361,1.0382115,0.29011452,0.5819898,0.2918753
18.656555,0.3994874,0.7524187,1.0225673,1.2863969,0.3529313,0.62307984,0.8869095,0.27014855,0.5339782,0.26382968
19.748413,-0.02696074,0.02167045,0.28473347,0.32450262,0.04863119,0.31169423,0.35146338,0.26306304,0.3028322,0.03976915
19.431719,0.5927162,0.50392157,0.8790503,1.1252348,-0.08879465,0.28633407,0.5325186,0.37512872,0.6213133,0.24618454
19.21372,0.57052016,1.0050032,1.1780467,1.2855415,0.43448308,0.60752654,0.71502143,0.17304347,0.28053832,0.10749485
20.053625,1.1460712,1.4071428,1.4449899,1.830975,0.26107156,0.2989188,0.68490386,0.03784725,0.4238323,0.38598505
18.117521,0.23090093,0.19375163,0.056185488,0.17806107,-0.037149306,-0.17471544,-0.05283987,-0.13756615,-0.015690567,0.12187558
18.538221,0.00414249,0.12250867,0.012713806,-0.10029929,0.11836618,0.008571316,-0.10444178,-0.10979486,-0.22280796,-0.113013096
18.268219,0.45835927,0.53610754,0.61970145,0.5553671,0.07774828,0.1613422,0.09700785,0.08359393,0.01925957,-0.064334355
18.738417,0.20751102,0.58595765,0.55024683,0.44915348,0.37844664,0.3427358,0.24164246,-0.035710856,-0.13680418,-0.10109332
16.482721,0.89510125,1.5083054,1.8294191,1.9410292,0.61320424,0.93431795,1.045928,0.32111368,0.43272373,0.11161005
18.886255,0.8735312,1.2784886,1.3809968,1.4478266,0.4049574,0.50746554,0.5742954,0.10250812,0.16933796,0.066829845
19.981445,-0.033908483,0.4647579,0.6040649,0.8017681,0.49866638,0.63797337,0.8356766,0.13930699,0.33701026,0.19770326
19.501614,0.51977044,0.72962195,0.7476708,0.9365954,0.20985149,0.22790037,0.41682494,0.01804888,0.20697343,0.18892455
19.127361,0.56545115,0.8703919,1.2255415,1.5218799,0.3049408,0.6600904,0.95642877,0.3551496,0.651488,0.2963384
19.02859,0.43871692,0.49552095,0.5578136,0.6322965,0.05680405,0.11909666,0.1935796,0.06229261,0.13677554,0.07448293
19.216642,1.7407029,2.9829543,3.428088,3.6997817,1.2422515,1.6873852,1.9590789,0.44513372,0.7168274,0.27169368
19.87847,1.7661976,3.1484065,4.3636823,5.0236487,1.382209,2.5974846,3.257451,1.2152756,1.8752422,0.65996665
18.237242,0.54820585,0.60097224,0.5722137,0.77651125,0.05276636,0.02400787,0.22830538,-0.02875849,0.17553903,0.20429751
19.834911,0.10031018,0.49210006,0.5282456,0.57078916,0.39178988,0.42793542,0.47047895,0.03614553,0.07868906,0.04254353
19.213497,0.2013342,0.27255198,0.3353691,0.3520799,0.07121778,0.1340349,0.1507457,0.06281713,0.07952792,0.0167108
19.385956,0.16208288,0.23408721,0.34101573,0.4960182,0.07200433,0.17893285,0.33393532,0.10692851,0.26193097,0.15500247
19.151817,0.60949045,0.54435,0.7008911,0.98523206,-0.06514042,0.09140062,0.37574157,0.15654103,0.440882,0.28434095
19.339283,3.010231,3.736138,3.864638,3.926077,0.72590697,0.8544069,0.9158458,0.12849997,0.18993887,0.061438896
19.971813,0.6158,0.91410375,1.0486094,1.302378,0.29830375,0.43280944,0.6865781,0.13450567,0.38827437,0.25376868
19.87242,0.12492437,0.12077778,0.23169436,0.15241359,-0.00414659,0.10676999,0.02748922,0.11091658,0.03163581,-0.07928077
18.30623,0.50278825,1.1227614,1.3194923,1.4993992,0.61997306,0.8167041,0.99661094,0.19673106,0.3766379,0.17990685
18.763012,-0.10259757,0.29825747,0.308286,0.18204264,0.40085506,0.4108836,0.28464022,0.010028544,-0.11621484,-0.12624338
18.996796,0.11032128,0.18282768,0.28568614,0.4014128,0.072506405,0.17536485,0.29109153,0.10285845,0.21858512,0.11572668
19.745827,0.4878371,1.3912292,2.0146668,2.3591554,0.90339214,1.5268297,1.8713183,0.6234376,0.9679262,0.34448862
18.619925,0.14507686,0.3752573,0.33486617,0.3080271,0.23018046,0.18978931,0.16295023,-0.040391143,-0.06723023,-0.026839085
18.405289,-0.03763522,0.04154446,0.4068729,0.37650767,0.07917968,0.4445081,0.4141429,0.36532843,0.33496323,-0.030365214
17.537577,0.40027228,0.68069214,0.820106,0.9161,0.28041986,0.41983378,0.5158278,0.13941391,0.2354079,0.095994
18.528404,0.628389,0.638272,0.73591274,0.9388498,0.00988298,0.10752374,0.31046078,0.09764076,0.3005778,0.20293704
19.57208,0.35925296,0.6886862,0.7887642,0.8601139,0.3294332,0.4295112,0.5008609,0.10007799,0.17142771,0.071349725
19.365196,0.2201228,0.44737104,0.81299806,0.89557856,0.22724824,0.59287524,0.67545575,0.36562702,0.44820756,0.08258052
19.652275,1.4702513,3.52447,4.6182017,4.924399,2.0542188,3.1479506,3.4541476,1.0937319,1.3999287,0.30619684
19.987568,-0.2520882,0.1299673,0.22527759,-0.00269623,0.3820555,0.47736576,0.24939194,0.09531029,-0.13266353,-0.22797382
19.941774,0.10900289,0.17078942,0.057660043,0.11077646,0.06178653,-0.051342845,0.00177357,-0.11312938,-0.06001296,0.053116415
18.726429,0.49899995,0.68811,0.61640394,0.63377035,0.18911001,0.11740399,0.13477036,-0.07170602,-0.05433964,0.01736638
19.125408,1.0137804,1.1486677,1.3020018,1.5274172,0.1348874,0.2882215,0.5136369,0.15333413,0.37874952,0.2254154
17.762365,5.3187366,6.1907315,6.943198,7.249073,0.871995,1.6244615,1.9303365,0.75246656,1.0583415,0.30587494
18.334232,1.5284492,2.1812005,2.6109407,2.8559904,0.6527514,1.0824915,1.3275414,0.4297401,0.6747899,0.24504983
18.226809,0.12410372,0.07665942,0.19008623,0.17258897,-0.047444295,0.06598251,0.04848526,0.113426805,0.095929556,-0.01749725
19.806368,0.41978005,0.5050367,0.6291913,0.78175116,0.08525666,0.2094112,0.3619711,0.12415455,0.27671447,0.1525599
17.79935,0.69613254,1.0065565,1.1622043,1.2714046,0.31042394,0.46607178,0.5752721,0.15564784,0.26484814,0.109200284
19.951786,0.44757754,0.87473637,0.97640896,1.3888538,0.42715883,0.52883136,0.94127625,0.10167254,0.5141174,0.4124449
19.089497,-0.29542556,0.2887806,0.25075194,0.2871512,0.58420616,0.5461775,0.58257675,-0.038028646,-0.001629416,0.03639923
19.772099,0.5651061,0.5278446,0.6030532,0.77998525,-0.03726146,0.03794714,0.21487916,0.0752086,0.2521406,0.176932
18.28954,0.4938658,0.81333417,0.93627125,1.2703811,0.31946838,0.44240546,0.77651525,0.12293708,0.45704687,0.33410978
19.921556,0.33165035,0.5776239,0.5870924,0.70819956,0.24597354,0.25544208,0.3765492,0.00946853,0.13057569,0.12110715
18.670784,0.47999534,0.7870355,0.7558782,0.8055807,0.30704018,0.27588287,0.32558537,-0.03115729,0.018545192,0.04970248
19.756992,-0.02520028,-0.02294619,-0.06803846,-0.2360717,0.00225409,-0.042838182,-0.21087143,-0.045092274,-0.21312553,-0.16803324
19.92558,0.26027736,0.5316993,0.71260244,0.9035114,0.27142194,0.4523251,0.6432341,0.18090315,0.3718121,0.19090897
18.274628,0.68785894,1.0622332,1.2053453,1.4021734,0.37437427,0.5174864,0.7143145,0.14311212,0.33994025,0.19682811
19.746899,2.969525,4.3508763,5.271746,5.784175,1.3813514,2.3022213,2.8146498,0.9208699,1.4332985,0.51242864
18.871286,0.24523583,0.127479,0.20992003,0.06955506,-0.11775683,-0.03531579,-0.17568077,0.08244104,-0.05792394,-0.14036497
17.581951,0.30391416,0.6540962,0.79285365,0.7386738,0.35018206,0.48893946,0.43475965,0.13875742,0.0845776,-0.05417983
19.169239,0.14926793,0.31780842,0.37541938,0.4678363,0.16854051,0.22615145,0.31856838,0.057610944,0.15002787,0.09241693
19.05431,0.28431275,0.2837557,0.51972324,0.6731291,-5.5707E-4,0.23541047,0.38881633,0.23596753,0.3893734,0.15340586
18.6363,-0.21101499,0.06958875,0.05765679,-0.07352635,0.28060374,0.26867178,0.13748863,-0.01193196,-0.1431151,-0.13118315
17.29261,-0.12938337,0.2154861,0.68276256,0.92372304,0.34486946,0.8121459,1.0531064,0.46727645,0.708237,0.24096052
19.282299,2.0234766,2.2142515,2.3346627,2.6212728,0.19077493,0.31118608,0.5977962,0.12041116,0.40702125,0.28661013
16.208532,1.9995767,2.7643063,3.0342786,3.1524365,0.7647296,1.034702,1.1528597,0.26997238,0.38813013,0.118157744
18.80914,0.28830668,0.6357151,0.9312775,1.0053487,0.34740847,0.64297086,0.7170421,0.2955624,0.3696336,0.074071206
19.79625,1.9451632,2.8474562,3.3827798,3.7165198,0.90229285,1.4376166,1.7713566,0.5353238,0.86906374,0.33373997
19.977573,0.714825,0.79770017,0.77848375,0.8772949,0.08287521,0.06365879,0.16246997,-0.019216415,0.07959477,0.09881118
19.352314,0.43426135,0.55074173,0.57416075,0.8037268,0.11648038,0.13989942,0.36946547,0.023419032,0.2529851,0.22956605
20.001928,1.7559578,3.1581645,4.189579,4.7673006,1.4022067,2.4336214,3.011343,1.0314146,1.6091363,0.57772166
19.217857,0.97182924,1.3769754,1.5573286,1.879857,0.40514615,0.58549935,0.9080277,0.18035322,0.5028815,0.32252833
18.283583,0.19154711,0.23628943,0.43443373,0.31097776,0.04474232,0.24288663,0.11943065,0.19814432,0.07468832,-0.12345599
19.593372,0.54719985,0.43826985,0.48760515,0.6483186,-0.108929954,-0.05959468,0.10111877,0.049335275,0.21004872,0.16071345
17.159515,1.9693538,2.7430139,3.0045488,3.1518228,0.77366024,1.035195,1.1824689,0.26153478,0.40880874,0.14727394
20.030693,1.0107192,2.4805965,3.4508555,3.9360933,1.4698774,2.4401364,2.9253743,0.97025895,1.4554968,0.4852379
19.679201,0.45688516,0.4522341,0.4240266,0.4782252,-0.00465108,-0.032858565,0.021340035,-0.028207485,0.025991116,0.0541986
18.69562,0.27548403,0.4388134,0.7326031,0.57362616,0.16332938,0.45711908,0.29814216,0.2937897,0.13481279,-0.15897693
18.129213,-0.07121601,-0.08227513,-0.15022254,0.56310606,-0.01105912,-0.07900652,0.6343221,-0.0679474,0.6453812,0.7133286
19.977207,2.875345,4.2716455,5.3166003,5.888392,1.3963003,2.4412553,3.013047,1.0449549,1.6167467,0.57179165
18.670189,0.23418096,0.27677372,0.7085067,0.6389513,0.04259275,0.47432578,0.40477037,0.431733,0.3621776,-0.0695554
20.03786,0.14823724,0.35365435,0.42430422,0.35029426,0.20541711,0.27606696,0.20205703,0.07064986,-0.003360074,-0.07400993
18.938028,0.27366543,0.46710938,0.71310526,0.6234616,0.19344395,0.4394398,0.34979618,0.24599585,0.1563522,-0.089643635
19.925812,0.39365673,0.33008328,0.40830928,0.615055,-0.06357345,0.014652556,0.22139832,0.07822601,0.28497177,0.20674576
19.795391,0.36565822,0.49543226,0.5222415,0.6635437,0.12977405,0.15658325,0.29788548,0.0268092,0.16811141,0.14130221
16.647192,0.46703878,0.5156412,0.6482447,0.8409738,0.04860246,0.18120593,0.373935,0.13260347,0.32533255,0.19272909
18.491446,0.07116943,0.0679861,0.3271224,0.25981545,-0.00318333,0.25595295,0.18864602,0.2591363,0.19182935,-0.06730693
19.586714,1.7810738,2.3219972,2.8220367,3.2776277,0.5409234,1.0409628,1.4965539,0.5000394,0.9556305,0.45559105
19.162594,0.38051537,0.41203853,0.45252913,0.6292566,0.031523157,0.07201377,0.24874124,0.04049062,0.21721809,0.17672747
18.435478,0.33972538,0.553375,0.52193505,0.61397415,0.21364965,0.18220964,0.27424878,-0.03144,0.06059914,0.09203914
19.805393,0.31364942,0.49504653,0.49459594,0.33541405,0.18139713,0.18094651,0.02176464,-4.5061E-4,-0.15963247,-0.15918186
19.385143,0.41905424,1.1078763,1.4668622,1.6896465,0.68882203,1.0478079,1.2705922,0.3589859,0.5817702,0.22278427
18.466698,0.19902869,0.29578182,0.35921374,0.24700016,0.09675312,0.16018504,0.04797147,0.06343192,-0.048781652,-0.112213574
19.494087,0.9204795,1.3089956,1.6011555,1.978133,0.38851607,0.680676,1.0576535,0.29215991,0.6691374,0.3769775
20.19676,0.4526886,0.82699674,1.0661329,1.423704,0.37430817,0.61344427,0.97101545,0.23913608,0.5967073,0.3575712
18.695333,0.3216638,0.25015748,0.4134514,0.32596964,-0.07150634,0.0917876,0.00430582,0.16329394,0.07581216,-0.08748178
18.82256,0.9537241,1.1933813,1.3029492,1.2826368,0.23965716,0.3492251,0.32891265,0.10956795,0.08925548,-0.020312466
20.16387,0.34960917,0.571122,0.900459,0.82429624,0.22151284,0.5508498,0.4746871,0.32933697,0.25317425,-0.07616271
18.717632,0.3274284,0.7196324,0.72561985,0.8183127,0.39220396,0.39819145,0.49088433,0.005987485,0.09868035,0.09269287
18.133669,0.5007927,0.8867943,0.9441773,1.041577,0.38600165,0.44338465,0.5407843,0.05738299,0.15478264,0.09739965
19.21143,-0.06483186,-0.01569096,0.20890066,0.27074847,0.0491409,0.2737325,0.33558032,0.22459161,0.28643942,0.06184781
18.783993,0.6529687,0.9079405,1.2132022,1.2486119,0.25497183,0.5602336,0.5956432,0.30526176,0.34067142,0.035409663
20.066721,0.15257025,0.24748927,0.3934233,0.65043885,0.09491902,0.24085304,0.4978686,0.14593402,0.40294957,0.25701556
19.916012,0.9798413,1.2511485,1.3758484,1.3100724,0.27130714,0.39600712,0.33023116,0.12469999,0.058924034,-0.06577595
19.317696,2.5206342,3.7611573,4.4839325,4.7092295,1.2405232,1.9632984,2.1885953,0.7227753,0.9480721,0.22529683
18.889124,0.38182783,0.992318,1.6653544,1.9044219,0.6104902,1.2835265,1.5225942,0.67303634,0.912104,0.23906766
18.13014,0.6737733,1.2219009,1.3369828,1.7986088,0.5481277,0.6632095,1.1248355,0.11508182,0.57670784,0.461626
17.612064,0.06312559,0.10563537,0.19034457,0.32077408,0.042509776,0.12721898,0.25764847,0.084709205,0.2151387,0.13042949
18.995,0.3905474,0.6488023,0.95705336,1.2131946,0.25825486,0.566506,0.82264715,0.30825114,0.56439227,0.25614116
19.37625,0.10395622,0.45809785,0.5218125,0.6036195,0.35414162,0.41785625,0.49966326,0.06371462,0.14552164,0.08180702
17.972057,1.149332,1.287722,1.5088445,1.7339611,0.13838992,0.3595124,0.584629,0.22112246,0.4462391,0.22511664
18.834915,0.2673065,0.43836296,0.37308544,0.40525702,0.17105643,0.10577893,0.13795051,-0.06527751,-0.033105925,0.032171585
18.647354,1.4131399,1.7596222,1.879463,1.852853,0.34648228,0.466323,0.4397129,0.119840704,0.09323063,-0.026610078
19.919245,0.02677748,0.50712836,0.7819794,1.0738152,0.48035088,0.7552019,1.0470377,0.27485102,0.5666868,0.2918358
